min_posts_threshold,rows_total,rows_labeled,rows_after_genre_filter,rows_after_genre_emotion_filter,filtered_benchmark_median_reach,kept_genres_count,kept_genre_emotion_count,removed_genres_count,removed_genre_emotion_count
8,2125,2058,2009,1474,51.0,14,82,20,204
