Genre.1,posts,total_reach,reach_share_pct,cum_reach_pct,language
Current-Affairs,57,1720,45.92790387182911,45.92790387182911,hi
Crime,36,786,20.987983978638184,66.9158878504673,hi
Off-beat,42,748,19.973297730307078,86.88918558077438,hi
Entertainment,10,214,5.714285714285714,92.60347129506009,hi
Sports,9,151,4.032042723631508,96.6355140186916,hi
International Politics,8,126,3.364485981308411,100.0,hi
