Genre.1,posts,total_reach,median_reach,mean_reach,lift_vs_filtered_median_pct,language
Off-beat,31,307939,2354.0,9933.516129032258,159.82339955849892,hi
Crime,26,1788060,1869.0,68771.53846153847,106.29139072847681,hi
Entertainment,8,97658,798.5,12207.25,-11.865342163355407,hi
Current-Affairs,39,323915,343.0,8305.51282051282,-62.14128035320088,hi
