Genre.1,posts,total_reach,reach_share_pct,cum_reach_pct,language
Entertainment,18,882633.0,86.40380373971755,86.40380373971755,te
Crime,12,79964.0,7.8279350106361,94.23173875035364,te
Current-Affairs,7,58924.0,5.76826124964636,100.0,te
