Genre.1,posts,total_reach,reach_share_pct,cum_reach_pct,language
Current-Affairs,46,23768.0,46.35126174967822,46.35126174967822,ml
Crime,12,15444.0,30.118179336167554,76.46944108584577,ml
International Politics,14,6854.0,13.366355942119426,89.8357970279652,ml
Entertainment,7,3050.0,5.94796988962128,95.78376691758648,ml
Politics,12,1471.0,2.8686766254534106,98.65244354303988,ml
Business,7,691.0,1.3475564569601,99.99999999999999,ml
