Genre.1,posts,total_reach,reach_share_pct,cum_reach_pct,language
Crime,10,67695.0,82.30295072400335,82.30295072400335,hi
Off-beat,5,7470.0,9.081956450377502,91.38490717438086,hi
Entertainment,9,7086.0,8.615092825619142,100.0,hi
